Manufacturer,Year,Potentially Affected,cluster,severity_level,severity_label
"Chrysler (FCA US, LLC)",1998,3500,2,3,High
"General Motors, LLC",1998,55154,2,3,High
Ford Motor Company,1998,167742,2,3,High
"Chrysler (FCA US, LLC)",1998,42214,2,3,High
Ford Motor Company,1998,3500,2,3,High
"General Motors, LLC",1975,4107,0,2,Medium
"Mitsubishi Motors North America, Inc.",1998,24275,2,3,High
"Nissan North America, Inc.",1998,3000,2,3,High
"Nissan North America, Inc.",1998,20000,2,3,High
Mazda North American Operations,1998,8000,2,3,High
Ford Motor Company,1998,400,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1998,1190,0,2,Medium
Ford Motor Company,1998,57400,2,3,High
"Chrysler (FCA US, LLC)",1998,91544,2,3,High
Ford Motor Company,1998,320000,2,3,High
Collins Bus Corporation,1998,225,1,1,Low
Ford Motor Company,1998,20000,2,3,High
"SEBRING-VANGUARD, INC.",1975,800,0,2,Medium
MITSUBISHI CARIBBEAN,1998,1303,0,2,Medium
"Ferrari North America, Inc.",1998,760,0,2,Medium
"Ferrari North America, Inc.",1998,649,0,2,Medium
"Chrysler (FCA US, LLC)",1998,245,1,1,Low
"Chrysler (FCA US, LLC)",1998,2427,2,3,High
"THOMAS BUILT BUSES, INC.",1998,2667,2,3,High
Ford Motor Company,1998,4000,2,3,High
"Chrysler (FCA US, LLC)",1998,1600,0,2,Medium
Ford Motor Company,1998,720,0,2,Medium
Motor Coach Industries,1998,220,1,1,Low
"Chrysler (FCA US, LLC)",1998,54,1,1,Low
SHELLER-GLOBE CORPORATION,1975,61,0,2,Medium
"General Motors, LLC",1998,72,1,1,Low
FREIGHTLINER LLC,1998,213,1,1,Low
FREIGHTLINER LLC,1998,125,1,1,Low
FREIGHTLINER LLC,1998,8485,2,3,High
"Jayco, Inc.",1998,72,1,1,Low
"Mitsubishi Motors North America, Inc.",1998,20974,2,3,High
"Chrysler (FCA US, LLC)",1998,27527,2,3,High
"Nissan North America, Inc.",1998,46500,2,3,High
Blue Bird Body Company,1998,151,1,1,Low
Mazda North American Operations,1998,23000,2,3,High
Lamborghini (Automobili Lamborghini),1998,44,1,1,Low
"General Motors, LLC",1998,8,1,1,Low
"SAAB CARS USA, INC.",1998,92505,2,3,High
"ROVER GROUP, LIMITED",1998,54488,2,3,High
Ford Motor Company,1998,1600,0,2,Medium
BUELL-out of business,1998,4724,2,3,High
Blue Bird Body Company,1998,564,0,2,Medium
"Subaru of America, Inc.",1998,61115,2,3,High
"Subaru of America, Inc.",1998,19386,2,3,High
"General Motors, LLC",1998,249420,2,3,High
CHECKER MOTORS CORP.,1975,691,0,2,Medium
"General Motors, LLC",1998,1137,0,2,Medium
"Trailers by Dorsey, Inc.",1998,2021,0,2,Medium
"Jaguar Cars, Ltd.",1998,5379,2,3,High
"PREVOST CAR, INC. Inactive",1998,286,1,1,Low
"Southern Comfort Conversions, Inc.",1998,276,1,1,Low
Honda (American Honda Motor Co.),1998,33966,2,3,High
"Chrysler (FCA US, LLC)",1998,8900,2,3,High
"PREVOST CAR, INC. Inactive",1998,1051,0,2,Medium
Ford Motor Company,1998,571800,2,3,High
"Jayco, Inc.",1998,7660,2,3,High
LOCKHEED MSL & SPACE CO.,1975,15,0,2,Medium
"Jayco, Inc.",1998,0,1,1,Low
Starcraft RV,1998,0,1,1,Low
Ford Motor Company,1998,11500,2,3,High
"Ferrari North America, Inc.",1998,48,1,1,Low
"Chrysler (FCA US, LLC)",1998,37900,2,3,High
Toyota Motor Corporation,1998,47525,2,3,High
HINO DIESEL TRUCKS(USA),1998,623,0,2,Medium
"Winnebago Industries, Inc.",1998,741,0,2,Medium
Ford Motor Company,1998,45000,2,3,High
"Nissan North America, Inc.",1998,65000,2,3,High
Ford Motor Company,1998,506000,2,3,High
"THOMAS BUILT BUSES, INC.",1998,241,1,1,Low
"AERO MANUFACTURING, INC.",1998,780,0,2,Medium
"COACHMEN INDUSTRIES, INC.",1998,0,1,1,Low
Skyline Corporation,1998,0,1,1,Low
"Chrysler (FCA US, LLC)",1998,293369,2,3,High
"Chrysler (FCA US, LLC)",1998,65000,2,3,High
"Alloy Custom Products, Inc.",1998,133,1,1,Low
FREIGHTLINER LLC,1998,21,1,1,Low
FREIGHTLINER LLC,1998,35,1,1,Low
FREIGHTLINER LLC,1998,2587,2,3,High
"SISU NORTH AMERICA, INC.",1998,241,1,1,Low
"COACHMEN INDUSTRIES, INC.",1997,219,1,1,Low
"JENSEN MOTORS, INC.",1975,6000,0,2,Medium
"BMW of North America, LLC",1997,2000,0,2,Medium
Volvo Trucks North America,1997,39,1,1,Low
Great Dane Trailers,1997,4331,2,3,High
Great Dane Trailers,1997,308,0,2,Medium
"Mack Trucks, Inc.",1997,103,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",1997,433,0,2,Medium
"General Motors, LLC",1997,14423,2,3,High
Ford Motor Company,1997,185000,2,3,High
Mazda North American Operations,1997,20000,2,3,High
"Kia America, Inc.",1997,23493,2,3,High
Honda (American Honda Motor Co.),1997,83,1,1,Low
Ford Motor Company,1975,818,0,2,Medium
"General Motors, LLC",1997,33973,2,3,High
Isuzu Motors Limited,1997,1299,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,480,0,2,Medium
PACCAR Incorporated,1997,470,0,2,Medium
Ford Motor Company,1997,1100,0,2,Medium
Ford Motor Company,1997,8000,2,3,High
"General Motors, LLC",1997,56701,2,3,High
"General Motors, LLC",1997,19716,2,3,High
"General Motors, LLC",1997,24,1,1,Low
Toyota Motor Corporation,1997,289326,2,3,High
Lotus Cars Limited,1997,11,1,1,Low
Mazda North American Operations,1997,134000,2,3,High
Ford Motor Company,1997,1800,0,2,Medium
Volvo Trucks North America,1997,923,0,2,Medium
"Mack Trucks, Inc.",1997,25,1,1,Low
Daimler Commercial Buses NA,1997,211,1,1,Low
"General Motors, LLC",1997,4387,2,3,High
"Chrysler (FCA US, LLC)",1997,497000,2,3,High
"Chrysler (FCA US, LLC)",1997,25000,2,3,High
"Chrysler (FCA US, LLC)",1997,599000,2,3,High
Ford Motor Company,1997,75000,2,3,High
Isuzu Motors Limited,1997,233,0,2,Medium
WELCH FIRE EQUIP. CORP.,1975,56,0,2,Medium
"General Motors, LLC",1975,1441,0,2,Medium
Honda (American Honda Motor Co.),1997,30,1,1,Low
Ford Motor Company,1997,64000,2,3,High
"Subaru of America, Inc.",1997,19730,2,3,High
"Chrysler (FCA US, LLC)",1997,360000,2,3,High
Blue Bird Body Company,1997,16338,2,3,High
"POLARIS INDUSTRIES, INC.",1997,84,1,1,Low
Mazda North American Operations,1997,191,1,1,Low
Collins Bus Corporation,1997,8,1,1,Low
FREIGHTLINER LLC,1997,4048,2,3,High
"Ox Bodies, Inc.",1997,5000,2,3,High
"Mack Trucks, Inc.",1997,10438,2,3,High
"THOMAS BUILT BUSES, INC.",1997,2391,0,2,Medium
Honda (American Honda Motor Co.),1997,9558,2,3,High
"NEW FLYER OF AMERICA, INC.",1997,81,1,1,Low
Ford Motor Company,1997,6000,2,3,High
HOLIDAY RAMBLER CORP.,1997,27,1,1,Low
Ford Motor Company,1997,31600,2,3,High
UNION CITY BODY COMPANY LLC,1997,53,1,1,Low
"Nissan North America, Inc.",1997,66,1,1,Low
Skyline Corporation,1997,118,1,1,Low
Ford Motor Company,1997,2000,0,2,Medium
"General Motors, LLC",1997,8611,2,3,High
"FLEETWOOD ENTERPRISES, INC.",1997,1800,0,2,Medium
"Rolls-Royce Motor Cars, Ltd.",1997,211,1,1,Low
ITASCA MOTORHOME,1975,496,0,2,Medium
"THOMAS BUILT BUSES, INC.",1997,953,0,2,Medium
Ford Motor Company,1997,769000,2,3,High
"Mack Trucks, Inc.",1997,109,1,1,Low
"Mitsubishi Motors North America, Inc.",1997,31,1,1,Low
"Volkswagen Group of America, Inc.",1997,39300,2,3,High
"BMW of North America, LLC",1997,1275,0,2,Medium
"Chrysler (FCA US, LLC)",1997,375000,2,3,High
"Chrysler (FCA US, LLC)",1997,7500,2,3,High
Ford Motor Company,1997,866000,2,3,High
Ford Motor Company,1997,63400,2,3,High
GRUMMAN FLXIBLE CORP.,1975,270,0,2,Medium
Ford Motor Company,1997,299600,2,3,High
"Volkswagen Group of America, Inc.",1997,54800,2,3,High
Collins Bus Corporation,1997,86,1,1,Low
Ford Motor Company,1997,2250,0,2,Medium
Ford Motor Company,1997,125000,2,3,High
"General Motors, LLC",1997,26135,2,3,High
"General Motors, LLC",1997,37970,2,3,High
"Ferrari North America, Inc.",1997,269,0,2,Medium
"Triumph Motorcycles America, Ltd.",1997,297,0,2,Medium
"Volvo Car USA, LLC",1997,9684,2,3,High
"Volkswagen Group of America, Inc.",1997,31,1,1,Low
Volvo Trucks North America,1997,9555,2,3,High
Toyota Motor Corporation,1997,18746,2,3,High
"WESTERN STAR TRUCKS, INC.",1997,40,1,1,Low
"WESTERN STAR TRUCKS, INC.",1997,14,1,1,Low
BUELL-out of business,1997,2820,2,3,High
"THOMAS BUILT BUSES, INC.",1997,200,1,1,Low
"General Motors, LLC",1997,5,1,1,Low
"VERITRANS SPECIALTY VEHICLES, INC.",1997,241,1,1,Low
"General Motors, LLC",1997,146167,2,3,High
Isuzu Motors Limited,1997,684,0,2,Medium
"Tiffin Motorhomes, Inc.",1997,175,1,1,Low
Blue Bird Body Company,1975,55,0,2,Medium
J.H. HOLLAND COMPANY,1975,93,0,2,Medium
"Chrysler (FCA US, LLC)",1997,1100000,2,3,High
"Chrysler (FCA US, LLC)",1997,1100000,2,3,High
Ford Motor Company,1997,575,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,2235,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,3292,2,3,High
Ford Motor Company,1997,64000,2,3,High
Ford Motor Company,1997,600,0,2,Medium
PACCAR Incorporated,1997,13200,2,3,High
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,26538,2,3,High
"Battle Motors, Inc.",1997,513,0,2,Medium
FREIGHTLINER LLC,1997,1993,0,2,Medium
"General Motors, LLC",1997,14580,2,3,High
"General Motors, LLC",1997,3957,2,3,High
Volvo Trucks North America,1997,1767,0,2,Medium
Daimler Commercial Buses NA,1997,20,1,1,Low
"THOMAS BUILT BUSES, INC.",1997,8107,2,3,High
"BMW of North America, LLC",1997,29000,2,3,High
Blue Bird Body Company,1996,32,1,1,Low
"BMW of North America, LLC",1997,410000,2,3,High
"NEW FLYER OF AMERICA, INC.",1997,48,1,1,Low
Ford Motor Company,1997,2200,0,2,Medium
"Chrysler (FCA US, LLC)",1997,6400,2,3,High
Volvo Trucks North America,1997,278,0,2,Medium
Collins Bus Corporation,1997,14,1,1,Low
Shyft Group,1997,262,0,2,Medium
"Chrysler (FCA US, LLC)",1997,1083,0,2,Medium
"BMW of North America, LLC",1997,973,0,2,Medium
"CHANCE COACH, INC.",1997,38,1,1,Low
SHADOW CRUISER CORP.,1996,1800,0,2,Medium
FREIGHTLINER LLC,1997,77000,2,3,High
Volvo Trucks North America,1997,3272,2,3,High
"Rolls-Royce Motor Cars, Ltd.",1997,1621,0,2,Medium
Oshkosh Corporation,1997,212,1,1,Low
Ford Motor Company,1997,2500,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,89,1,1,Low
A. GIRARDIN INC.,1997,147,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,443,0,2,Medium
"THOMAS BUILT BUSES, INC.",1997,8187,2,3,High
"Nissan North America, Inc.",1997,450,0,2,Medium
"Volkswagen Group of America, Inc.",1997,12,1,1,Low
"Chrysler (FCA US, LLC)",1987,12000,0,2,Medium
Mazda North American Operations,1997,25000,2,3,High
FREIGHTLINER LLC,1997,11366,2,3,High
Ford Motor Company,1997,3300,2,3,High
"Jayco, Inc.",1997,485,0,2,Medium
"General Motors, LLC",1997,211,0,2,Medium
"General Motors, LLC",1997,4369,2,3,High
"General Motors, LLC",1997,652,0,2,Medium
"General Motors, LLC",1997,16099,2,3,High
"General Motors, LLC",1997,3792,2,3,High
"HPA MONON TRAILER, INC.",1997,39,1,1,Low
"NEW FLYER OF AMERICA, INC.",1997,218,1,1,Low
"PREVOST CAR, INC. Inactive",1997,577,0,2,Medium
"THOMAS BUILT BUSES, INC.",1997,107,1,1,Low
"PREVOST CAR, INC. Inactive",1997,1245,0,2,Medium
"General Motors, LLC",1997,586058,2,3,High
Isuzu Motors Limited,1997,3106,2,3,High
"Suzuki Motor USA, LLC",1997,2935,2,3,High
Ford Motor Company,1997,100000,2,3,High
MONACO COACH CORPORATION,1997,1329,0,2,Medium
"Chrysler (FCA US, LLC)",1997,219000,2,3,High
Glaval Bus,1997,84,1,1,Low
Isuzu Motors Limited,1997,6667,2,3,High
Honda (American Honda Motor Co.),1997,873,0,2,Medium
MONACO COACH CORPORATION,1997,27,1,1,Low
HOLIDAY RAMBLER CORP.,1997,35,1,1,Low
Taylor Made Ambulances,1997,12,1,1,Low
REXWORKS INC.,1997,421,0,2,Medium
"SAFARI MOTOR COACHES, INC.",1997,10,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1997,2833,0,2,Medium
Ford Motor Company,1997,610000,2,3,High
"Porsche Cars North America, Inc.",1975,44,0,2,Medium
CHAMPION HOME BLDR. CO.,1975,188,0,2,Medium
Ford Motor Company,1997,2400,0,2,Medium
PACCAR Incorporated,1997,1352,0,2,Medium
Isuzu Motors Limited,1997,464,0,2,Medium
"General Motors, LLC",1997,266,0,2,Medium
"Chrysler (FCA US, LLC)",1997,436000,2,3,High
"Chrysler (FCA US, LLC)",1997,125000,2,3,High
"Chrysler (FCA US, LLC)",1997,46000,2,3,High
"Chrysler (FCA US, LLC)",1997,24000,2,3,High
"Mitsubishi Motors North America, Inc.",1997,119,1,1,Low
"Chrysler (FCA US, LLC)",1997,148000,2,3,High
"CARPENTER INDUSTRIES, INC.",1997,4037,0,2,Medium
"Charles Machine Works, Inc.",1997,88,1,1,Low
"Volkswagen Group of America, Inc.",1987,138,0,2,Medium
"Chrysler (FCA US, LLC)",1997,960000,2,3,High
ATHEY PRODUCTS CORP.,1997,70,1,1,Low
"Chrysler (FCA US, LLC)",1997,1010400,2,3,High
Blue Bird Body Company,1997,30,1,1,Low
Ford Motor Company,1997,23000,2,3,High
"General Motors, LLC",1997,156910,2,3,High
"Chrysler (FCA US, LLC)",1997,58000,2,3,High
"Chrysler (FCA US, LLC)",1997,2500,0,2,Medium
"Chrysler (FCA US, LLC)",1997,60,1,1,Low
"Triumph Motorcycles America, Ltd.",1997,375,0,2,Medium
"WESTERN STAR TRUCKS, INC.",1997,14,1,1,Low
"Nissan North America, Inc.",1997,36000,2,3,High
"Nissan North America, Inc.",1997,85000,2,3,High
Glaval Bus,1997,2121,0,2,Medium
"General Motors, LLC",1997,50709,2,3,High
"Mitsubishi Motors North America, Inc.",1997,38948,2,3,High
"Mitsubishi Motors North America, Inc.",1997,15405,2,3,High
"Jayco, Inc.",1997,445,0,2,Medium
"SAFARI MOTOR COACHES, INC.",1997,604,0,2,Medium
"EXECUTIVE IND., INC.",1975,258,0,2,Medium
FREIGHTLINER LLC,1997,5997,2,3,High
"General Motors, LLC",1997,8,1,1,Low
"General Motors, LLC",1997,319,0,2,Medium
"General Motors, LLC",1997,18972,2,3,High
"General Motors, LLC",1997,676535,2,3,High
"General Motors, LLC",1997,3464,2,3,High
Toyota Motor Corporation,1997,707,0,2,Medium
Motor Coach Industries,1997,3300,2,3,High
Ford Motor Company,1997,202,0,2,Medium
IC CORPORATION,1997,1473,0,2,Medium
"General Motors, LLC",1997,264,0,2,Medium
Toyota Motor Corporation,1997,61202,2,3,High
"General Motors, LLC",1997,17094,2,3,High
"General Motors, LLC",1997,1414,0,2,Medium
"Jaguar Cars, Ltd.",1997,2303,0,2,Medium
Ford Motor Company,1997,3,1,1,Low
"Chrysler (FCA US, LLC)",1997,70000,2,3,High
"Chrysler (FCA US, LLC)",1997,77000,2,3,High
"General Motors, LLC",1997,20959,2,3,High
"PEUGEOT, INC.",1997,10816,2,3,High
Isuzu Motors Limited,1997,270,0,2,Medium
Honda (American Honda Motor Co.),1997,123,1,1,Low
Isuzu Motors Limited,1997,118485,2,3,High
Ford Motor Company,1991,278000,2,3,High
"THOMAS BUILT BUSES, INC.",1997,24082,2,3,High
"PREVOST CAR, INC. Inactive",1997,170,1,1,Low
"Mercedes-Benz USA, LLC",1997,27000,2,3,High
Ford Motor Company,1997,125000,2,3,High
"THOMAS BUILT BUSES, INC.",1997,695,0,2,Medium
Volvo Trucks North America,1997,1035,0,2,Medium
Ford Motor Company,1997,212700,2,3,High
Hyundai Motor America,1997,74965,2,3,High
Ford Motor Company,1997,75200,2,3,High
BUELL-out of business,1997,505,0,2,Medium
Volvo Trucks North America,1997,1928,0,2,Medium
Utilimaster Corporation,1997,3132,0,2,Medium
NORTON/TRIUMPH CORP.,1975,3600,0,2,Medium
"THOMAS BUILT BUSES, INC.",1997,55,1,1,Low
Capacity of Texas,1997,160,1,1,Low
COUNTRY COACH INC,1997,17,1,1,Low
"THOMAS BUILT BUSES, INC.",1997,1800,0,2,Medium
"Volkswagen Group of America, Inc.",1997,201,1,1,Low
"General Motors, LLC",1997,349331,2,3,High
"Chrysler (FCA US, LLC)",1997,39000,2,3,High
"NEW FLYER OF AMERICA, INC.",1997,52,1,1,Low
IC CORPORATION,1997,2480,0,2,Medium
"Battle Motors, Inc.",1997,891,0,2,Medium
"Winnebago Industries, Inc.",1997,10590,2,3,High
"Ferrari North America, Inc.",1997,346,0,2,Medium
VESELY COMPANY,1975,306,0,2,Medium
Isuzu Motors Limited,1997,8,1,1,Low
"General Motors, LLC",1997,55,1,1,Low
FREIGHTLINER LLC,1997,13565,2,3,High
FREIGHTLINER LLC,1997,121,1,1,Low
Ducati North America,1997,120,1,1,Low
"Kawasaki Motors Corp., U.S.A.",1997,5208,2,3,High
"THOMAS BUILT BUSES, INC.",1997,38,1,1,Low
NOVA BUS INCORPORATED,1997,398,0,2,Medium
Eldorado National-Kansas,1997,102,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1975,151,0,2,Medium
BRICKLIN VEHICLE CORP.,1975,965,0,2,Medium
Daimler Commercial Buses NA,1997,578,0,2,Medium
Honda (American Honda Motor Co.),1997,42092,2,3,High
Ford Motor Company,1996,133000,2,3,High
"Winnebago Industries, Inc.",1996,41,1,1,Low
FRUEHAUF CORPORATION,1996,57,1,1,Low
"Chrysler (FCA US, LLC)",1996,52000,2,3,High
"Winnebago Industries, Inc.",1996,138,1,1,Low
"PREVOST CAR, INC. Inactive",1996,478,0,2,Medium
"CHANCE COACH, INC.",1996,20,1,1,Low
"Mack Trucks, Inc.",1996,1590,0,2,Medium
Ford Motor Company,1996,22000,2,3,High
Ford Motor Company,1989,24454,0,2,Medium
Ford Motor Company,1996,25000,2,3,High
"General Motors, LLC",1996,424,0,2,Medium
"General Motors, LLC",1996,270014,2,3,High
METROTRANS CORPORATION,1996,87,1,1,Low
"Tiffin Motorhomes, Inc.",1996,63,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,93,1,1,Low
Land Rover,1996,20889,2,3,High
Isuzu Motors Limited,1996,2345,0,2,Medium
Honda (American Honda Motor Co.),1996,163,0,2,Medium
"General Motors, LLC",1996,21582,2,3,High
FREIGHTLINER LLC,1996,3667,0,2,Medium
HINO DIESEL TRUCKS(USA),1996,606,0,2,Medium
Lotus Cars Limited,1996,240,0,2,Medium
"FLEETWOOD ENTERPRISES, INC.",1975,40,0,2,Medium
Volvo Trucks North America,1996,42,1,1,Low
REXHALL INDUSTRIES INC,1996,100,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,727,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,233,0,2,Medium
Aston Martin The Americas,1996,173,1,1,Low
Aston Martin The Americas,1996,173,1,1,Low
Shyft Group,1996,7633,2,3,High
"FLEETWOOD ENTERPRISES, INC.",1996,1040,0,2,Medium
"FLEETWOOD ENTERPRISES, INC.",1996,241,0,2,Medium
Blue Bird Body Company,1996,203,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,1133,0,2,Medium
RANSOMES CORPORATION,1996,139,1,1,Low
FREIGHTLINER LLC,1996,1410,0,2,Medium
"Chrysler (FCA US, LLC)",1996,180000,2,3,High
"Chrysler (FCA US, LLC)",1996,675000,2,3,High
"Chrysler (FCA US, LLC)",1996,475000,2,3,High
Eldorado National-Kansas,1996,45,1,1,Low
"General Motors, LLC",1996,432183,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",1996,4471,2,3,High
FREIGHTLINER LLC,1996,27500,2,3,High
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,171638,2,3,High
Ford Motor Company,1996,742,0,2,Medium
HOLIDAY RAMBLER CORP.,1996,521,0,2,Medium
"Winnebago Industries, Inc.",1996,491,0,2,Medium
UD Trucks Corporation,1996,2933,0,2,Medium
"General Motors, LLC",1996,1573,0,2,Medium
IC CORPORATION,1996,194,0,2,Medium
"PREVOST CAR, INC. Inactive",1996,23,1,1,Low
"PREVOST CAR, INC. Inactive",1996,47,1,1,Low
"General Motors, LLC",1996,32596,2,3,High
"FLEETWOOD ENTERPRISES, INC.",1996,1110,0,2,Medium
"General Motors, LLC",1996,245,0,2,Medium
"Chrysler (FCA US, LLC)",1996,18997,2,3,High
"General Motors, LLC",1996,48689,2,3,High
Honda (American Honda Motor Co.),1996,3540,0,2,Medium
Ford Motor Company,1996,53400,2,3,High
STURDI-CORP.,1996,2991,0,2,Medium
U.S. BUS CORPORATION,1996,616,0,2,Medium
"Winnebago Industries, Inc.",1996,47,1,1,Low
NEOPLAN USA CORPORATION,1996,25,1,1,Low
WHITE RIVER MARINE GROUP LLC,1996,2215,0,2,Medium
"Chrysler (FCA US, LLC)",1996,150000,2,3,High
STARCRAFT COMPANY,1975,180,0,2,Medium
Harley-Davidson Motor Company,1996,176515,2,3,High
"Ferrari North America, Inc.",1996,120,1,1,Low
Ford Motor Company,1996,1300,0,2,Medium
IC CORPORATION,1996,3002,0,2,Medium
Ford Motor Company,1996,500,0,2,Medium
"Volvo Car USA, LLC",1996,12530,2,3,High
"Nissan North America, Inc.",1996,36000,2,3,High
"Winnebago Industries, Inc.",1996,84,1,1,Low
Blue Bird Body Company,1996,5,1,1,Low
"Chrysler (FCA US, LLC)",1996,23000,2,3,High
"General Motors, LLC",1996,144598,2,3,High
"General Motors, LLC",1996,47,1,1,Low
U.S. BUS CORPORATION,1996,89,1,1,Low
"THOMAS BUILT BUSES, INC.",1996,18,1,1,Low
"General Motors, LLC",1996,517,0,2,Medium
AM GENERAL LLC,1996,1000,0,2,Medium
"General Motors, LLC",1996,20689,2,3,High
"General Motors, LLC",1996,8340,2,3,High
Ford Motor Company,1996,1200,0,2,Medium
"Karavan Trailers, Inc.",1996,282,0,2,Medium
"WESTERN STAR TRUCKS, INC.",1996,32,1,1,Low
FREIGHTLINER LLC,1996,258,0,2,Medium
"Altec Industries, Inc.",1996,825,0,2,Medium
UNION CITY BODY COMPANY LLC,1996,1496,0,2,Medium
FREIGHTLINER LLC,1996,2688,0,2,Medium
"Mercedes-Benz USA, LLC",1996,28874,2,3,High
Ford Motor Company,1996,340000,2,3,High
Ford Motor Company,1996,5500,2,3,High
Isuzu Motors Limited,1996,36075,2,3,High
Honda (American Honda Motor Co.),1996,13004,2,3,High
Mazda North American Operations,1996,17800,2,3,High
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,580,0,2,Medium
"THOMAS BUILT BUSES, INC.",1996,400,0,2,Medium
"CARPENTER INDUSTRIES, INC.",1996,101,1,1,Low
Ford Motor Company,1975,5818,0,2,Medium
"General Motors, LLC",1975,97,0,2,Medium
"Nissan North America, Inc.",1996,84000,2,3,High
"MAXIM TRUCK COMPANY, INC.",1996,50,1,1,Low
"CARPENTER INDUSTRIES, INC.",1996,28,1,1,Low
Starcraft RV,1996,1061,0,2,Medium
Ford Motor Company,1996,224000,2,3,High
Ford Motor Company,1996,224000,2,3,High
"THOMAS BUILT BUSES, INC.",1996,2117,0,2,Medium
Ford Motor Company,1996,40000,2,3,High
"HPA MONON TRAILER, INC.",1996,12,1,1,Low
"General Motors, LLC",1996,50,1,1,Low
Ford Motor Company,1996,134770,2,3,High
"FLEETWOOD ENTERPRISES, INC.",1975,135,0,2,Medium
Oshkosh Corporation,1996,4855,2,3,High
Volvo Trucks North America,1996,149,0,2,Medium
"Mitsubishi Motors North America, Inc.",1996,5731,2,3,High
"Chrysler (FCA US, LLC)",1996,9616,2,3,High
"General Motors, LLC",1996,3472,0,2,Medium
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,215,0,2,Medium
RANSOMES CORPORATION,1996,1413,0,2,Medium
Ford Motor Company,1996,4700,2,3,High
MITSUBISHI CARIBBEAN,1996,10000,2,3,High
"KEYSTONE, INC.",1996,259,0,2,Medium
"Porsche Cars North America, Inc.",1996,12538,2,3,High
SHELLER-GLOBE CORPORATION,1975,59,0,2,Medium
BOYERTOWN AUTO BODY WORKS,1975,121,0,2,Medium
"ADVANCE MIXER, INC.",1996,538,0,2,Medium
"CARPENTER INDUSTRIES, INC.",1996,18,1,1,Low
Mazda North American Operations,1996,13900,2,3,High
"Winnebago Industries, Inc.",1996,30,1,1,Low
"Winnebago Industries, Inc.",1996,39,1,1,Low
Ford Motor Company,1996,200,0,2,Medium
"WESTERN STAR TRUCKS, INC.",1996,88,1,1,Low
"WESTERN STAR TRUCKS, INC.",1996,36,1,1,Low
INTERNATIONAL TRUCK & ENGINE CORPORATION,1996,21,1,1,Low
John Deere,1987,5646,0,2,Medium
"General Motors, LLC",1996,97351,2,3,High
Pierce Manufacturing,1996,6,1,1,Low
FREIGHTLINER LLC,1996,48,1,1,Low
"Mitsubishi Motors North America, Inc.",1996,93000,2,3,High
Volvo Trucks North America,1996,214,0,2,Medium
NEOPLAN USA CORPORATION,1996,3248,0,2,Medium
"THOMAS BUILT BUSES, INC.",1996,120371,2,3,High
"ALFA ROMEO, INCORPORATED",1996,5965,0,2,Medium
"TRANSIT MANUFACTURING,INC",1996,21,1,1,Low
"Kustom Signals, Inc.",1996,185,1,1,Low
MARIAH CUSTOM,1996,102,1,1,Low
LOCKHEED MSL & SPACE CO.,1975,15,0,2,Medium
Ford Motor Company,1996,72000,2,3,High
"Chrysler (FCA US, LLC)",1996,200,0,2,Medium
"AMERICAN VANS, INC.",1996,410,0,2,Medium
MASTER VANS & TRUCKS,1996,509,0,2,Medium
Monroe Truck Equipment,1996,77,1,1,Low
IC CORPORATION,1996,488,0,2,Medium
